content,techniques
"في 2001 أسسا شركة ""غانيمد فارماكيوتيكالز"" (Ganymed Pharmaceuticals) لتطوير أجسام مضادة لمكافحة السرطان؛ لكن شاهين -الذي كان حينها أستاذا في جامعة ماينز- لم يتخل أبدا عن البحث الأكاديمي والتعليم.",['no_technique']
وزير الدولة لشؤون الإعلام الناطق الرسمي باسم الحكومة علي العايد إن دوام المدارس والجامعات في جميع المحافظات يستمر عن بعد حتى نهاية الفصل الدراسي الحالي، وسيعاد تقييم الوضع قبل بداية الفصل الدراسي الثاني وفقاً لمعطيات الوضع الوبائي.,"[""'loaded_language'""]"
"وتقول العالمة، ""كانت هذه في بداية الأمر مفاجأة. ولكن إذا نفكر في الأمر فإنه سيتضح أن الصحون العميقة (القصعة) تصلح للخلط والأباريق لتسخين المشروب والأطباق لتقديم الطعام مع أوان محتوية على مشروب الكاكاو"".","[""'loaded_language'""]"
"وقال رئيس إدارة الملاحة الإقليمية جان-لويه لوزييه للصحافيين في بريست على سواحل بريتاني الفرنسية ""في الوقت الحاضر يتعلق خطر التلوث المحتمل بشكل رئيسي بـ 2,200 طن من النفط الثقيل على متن السفينة"". مضيفا بأن مالكي السفينة غريمالدي أشاروا إلى أن 365 حاوية كانت على متن السفينة ""45 منها تحتوي مواد خطيرة"" إضافة إلى نحو 2000 عربة.","[""'loaded_language'""]"
مواضيع عديدة استأثرت باهتمام المغردين العرب جاء على رأسها، جدل بسبب احتفالات يهودية في البحرين، واهتمام بنتائج الانتخابات البلدية في سلطنة عمان، بينما سيطرت أجواء أعياد الميلاد على تعليقات البعض الآخر.,"[""'loaded_language'""]"
"توفر برمجية الصور ""لايتروم"" خيارين للألوان بهدف تصدير المنتج النهائي، والخيار الذي لجأ إليه هو الخيار الذي يبدو أنه يربك بعض أجهزة أندرويد.",['no_technique']
وأشار البيان، الذي نشرته وكالة الأنباء السعودية (واس)، إلى اجتماع عقده وزراء وممثلي الرباعية الدولية، المكونة من السعودية والإمارات وبريطانيا وأمريكيا، بتاريخ 20 سبتمبر، لمناقشة الوضع في اليمن.,['no_technique']
قُتل وجرح ما لا يقل عن 100 شخص، بينهم أطفال، إثر غارة جوية على مدرسة قرآنية في مقاطعة قندوز، شمال أفغانستان. ووفقا للسلطات الأفغانية، فقد تمّ إرسال محققي الأمم المتحدة إلى مسرح الأحداث اليوم لإلقاء الضوء على ملابسات الغارة.,"[""'loaded_language'""]"
القاهرة، مصر (CNN)— نشرت القوات المسلحة المصرية، السبت، مقطع فيديو يظهر شن مقاتلات سلاح الجو لعدد من الغارات على أهداف في ليبيا، تأتي ردا على هجوم إطلاق نار استهدف أقباطا في المنيا، مساء الجمعة.,"[""'loaded_language'""]"
وضعت الوزارة آلية للتعامل مع القادمين من هذه الدول، وهي أخذ عينه منه للفحص، خلالها يخضع للحجر الصحي الخاص بأخذ العينيات حتى صدور النتيجة الطبي، في حال كانت النتيجة سلبية ولم يثبت إصابته بالمرض يتم إرساله للحجر الصحي الخاص بالأكاديمية في أريحا ل14 يوما منذ خروجه من الدولة القادم منها، ثم يعاد الفحص النهائي له والسماح له بالتوجه لمنزله.,['no_technique']
تتابع مديرية صحة السويداء الحالة الصحية لنحو ٥٢٥ مواطنا دخلوا المحافظة بطرق غير شرعية حسب مدير صحة السويداء الدكتور نزار مهنا.,['no_technique']
حضر اللقاء الرفيق محمد الساري عضو اللجنة المركزية، والرفيق رامز الشارحي من القيادات الشابة في منظمة الحزب بالمحافظة، والرفاق فهد النمر ورفيق البريهي عضوي سكرتارية الدائرة.,['no_technique']
بدوره أكد وزير التخطيط والتعاون الدولي الدكتور وسام الربضي ان حاجتنا للإصلاحات الاقتصادية بعد أزمة كورونا أكبر وأهم من السابق، وان كثيرا من المساعدات مرتبطة بقدرة الاردن على القيام بهذه الاصلاحات التي قدمتها الحكومة من خلال مصفوفة اصلاحات الى مؤتمر لندن في شباط 2019 بهدف خلق بيئة استثمارية مواتية.,"[""'loaded_language'""]"
نظم سكان خراطة بولاية بجاية مسيرة حاشدة إحتفالا بالذكرى السنوية لخروج المسيرات المناهضة لترشح الرئيس السابق عبد العزيز بوتفليقة لعهدة خامسة.,['no_technique']
كما تكشف الدراسة أن 87 في المئة ممن يمتنعون عن نشر صور أطفالهم قالوا إنهم يحرصون على خصوصية أطفالهم، بينما قال 38 في المئة إن أطفالهم قد لا يرغبون بنشر صورهم.,"[""'loaded_language'""]"
وحظي الممثل بعدها بدعوة من أجل التقدم لاختبار في الشركة بلوس أنجلوس، وهناك جسد مشهدا في خمس دقائق من مسرحية '' قبعة مليئة بالماء'' أمام لجنة متخصصة، والتي أصبحت بمثابة البداية الحقيقية بعد أن نجح في المسابقة.,['no_technique']
يشار إلى أن تايوان لها حكومة مستقلة منذ تأسيسها عام 1949، عندما فرّ قوميون صينيون إلى الجزيرة بعد هزيمتهم في حرب أهلية استمرت عقودا أمام الشيوعيين، وتعتبر بكين أن الجزيرة جزءا منشقا عنها.,['no_technique']
يُشار إلى أن زيارات سابقة لمسؤولين بالمياه بالرياض بعضها كانت أثناء تفقّد أمير منطقة الرياض، قطعوا خلالها وعوداً أمام الأمير وأهالي البلد بإيجاد حلول جذرية لمشكلة المياه بالمحافظة لكن – لم ينجح أحد-.,"[""'loaded_language'"", ""'cliche'"", ""'fud'""]"
عاد هم قوم هود – عليه السلام – وكانوا يسكنون بالأحقاف فى جنوب الجزيرة العربية، بالقرب من حضرموت.وثمود هم قوم صالح – عليه السلام – وكانت مساكنهم بشمال الجزيرة العربية، وما زالت مساكنهم تعرف حتى الآن بقرى صالح.,['no_technique']
أفاد مسؤولون وشهود أن شخصين لقيا حتفهما الجمعة بعدما ضرب الإعصار فاني شرق الهند حيث اقتلع الأشجار وتسبب بانقطاع شبكات الطاقة والمياه.,['no_technique']
وبثت وسائل الإعلام التركية مشاهد تظهر فيها آليات ذات إطارات ضخمة مجهزة للسير في الثلوج منقلبة جراء قوة الانهيار الثلجي.,"[""'loaded_language'""]"
في 12 أكتوبر/تشرين الأول عام 1976، اصطف باسكال إيمبراتو، نائب مفوض الشؤون الصحية، في طابور أمام عيادة تشيلسي الصحية في حي مانهاتن، للحصول على لقاح.,['no_technique']
"يرصد برنامج ""بوليغراف"" المذاع على التلفزيون العربي، أبرز الشائعات والأخبار الكاذبة المتداولة، ويكشف الجهات التي تقف ورائها",['no_technique']
الفيديو الذي تم تداوله على مواقع التواصل الاجتماعي لا يتعلق بعملية اغتيال بل بتدريب عسكري,['no_technique']
كان من بين الشباب المعتدى عليهم موظف مصري، حيث نشبت مشاجرة بين أفراد الأمن ومجموعة من الأشخاص.,['no_technique']
المحاور: علاقاتكم بالتنظيمات الإسلامية الأخرى في الوطن العربي.. كيف تصفونها وكيف تقولون عنها في الوقت الحاضر؟ وما هي حقيقة موقف الجماعة الإسلامية بمصر من الجبهة الإسلامية العالمية؟ وهل انسحبت منها؟,['no_technique']
وأرسلت عدة دول، منها الصين وكوبا وروسيا فرق طبية ومعدات إلى إيطاليا لمساعدتها في التصدي للفيروس.,"[""'loaded_language'""]"
وأكد أبو عيطة أن اجتماع الجزائر سيكون خلال الأسبوع الأول من أكتوبر/ تشرين الأول المقبل، لبحث ملف المصالحة وإنهاء الانقسام المستمر منذ عام 2007.,"[""'loaded_language'""]"
أكملت مجموعة الدكتور سليمان الحبيب الطبية، استعداداتها لإطلاق مؤتمر دولي بعنوان «المستجدات في أشعة الثدي من الكشف المبكر إلى العلاج update in breast imaging current state from screening to treatment» ومعتمد من الهيئة السعودية للتخصصات الصحية بواقع 14 ساعة، والذي يشارك فيه 9 متحدثين من الخبراء العالميين والمحليين، ويُقدم به أكثر من «30» محاضرة، وورشتي عمل.,['no_technique']
من بين أسباب نجاح المسلمين السريع في الغزو كانت شروط التسليم الكريمة التي يعرضونها والتي تتعارض مع الشروط القاسية التي كان يفرضها الغزاة السابقون من القوط.,"[""'loaded_language'""]"
وبحسب صحيفة الوطن التي نشرت الخبر فإن وزارة التربية والتعليم في الإمارات، قررت مساء الثلاثاء، تعطيل جميع طلبة المدارس ومؤسسات التعليم العالي الحكومية والخاصة كافة على مستوى الدولة بدءاً من الأحد المقبل، ولمدة 4 أسابيع وذلك في إطار الخطوات الوقائية والاحترازية لضمان الحفاظ على سلامة الطلبة وبما يتماشى مع الجهود والإجراءات المتخذة على المستوى الوطني في الإمارات، الرامية إلى الحد من انتشار فيروس كورونا (كوفيد-19). كما قالت في بيانها.,['no_technique']
نقدم الإجراءات والأوراق المطلوبة حالة الرغبة في زواج المصري من مصرية، وتوثيق العقد بطريقة رسمية، وهي:,['no_technique']
وكان ناشطون في مواقع التواصل الاجتماعي تداولوا أمس مقاطع فيديو توثق دوي انفجارات وإطلاق نار كثيف داخل قطر، وأشار مغردون قطريون إلى أن الفيديو تم تصويره داخل الدوحة وتحديدا في منطقة الوكرة.,"[""'loaded_language'""]"
وقال ميرزا إن هذه الدراسة أجراها 3 من الباحثين أحدهم من البنك الدولي، والهدف منها البحث عن أفكار جديدة وأمور تستحق الدراسة بشكل أعمق، مؤكدا أن البنك ذكر إخلاء مسؤوليته عن الأفكار الواردة في هذه الدراسات وهي تمثل رأي الباحثين فقط ولذلك لم ولن يرد البنك الدولي على اللغط الذي أثير في الأردن جراء هذه الدراسة.,"[""'loaded_language'""]"
"وبحسب المنظمة الحقوقية الدولية، فقد دعت النيابة العامة إلى تنفيذ حكم الإعدام على أساس مبدأ ""التعزير"" في الشريعة، والذي تكون للقاضي فيه حرية التصرف في تعريف الجريمة وتحديد الحكم.",['no_technique']
"وتابع: ""إذا كان هذا صحيحًا، فإن ذلك سيثير تساؤلات حول جميع النظريات الموجودة حول كيفية انتشار Covid-19 من شخص لآخر"".","[""'loaded_language'""]"
وتواصل المصالح الأمنية بولاية نابل تحرياتها بشأن مصدر الإشاعة وأسبابها، وفق ما أكده مصدر مسؤول لموزاييك.,['no_technique']
إلى جانب تفعيل الطواقم الطبية المدربة للاستجابة السريعة، والتعاون مع منظمة الصحة العالمية لتدريب لطواقم الطوارئ في كافة المستشفيات، وأطباء الطب الوقائي في كافة مديريات الصحة، وطواقم ضبط ومكافحة العدوى، لوضعهم في أخر المستجدات وتطورات هذا الوباء ومكافحته,['no_technique']
وذكّر بأن طهران وواشنطن تعايشتا مع هذه الحالة منذ سنوات، وربما تستطيع التعايش معها لسنوات أخرى ومع كميات يورانيوم أكبر، خصوصاً أن الأميركيين يشعرون بنوع من الثقة بكشف تحوّل إيران إلى التصنيع النووي العسكري، أي إلى 90 في المئة، كما أن تصنيع القنبلة ثم وضعها على رأس صاروخ مسألة غير سهلة ومن الممكن التصرف في حينه.,"[""'loaded_language'""]"
وحين بدا أن العملية قد فشلت، رفضت تيريزا ورفاقها الاستسلام حينما هاجمت الطائرة فرقة خاصة من القوات الإسرائيلية تنكرت بهيئة أفراد من الصليب الأحمر الدولي، وكان بينهم رئيس الوزراء الإسرائيلي الحالي بنيامين نتنياهو.,['no_technique']
الشاب خالد المقل في ظهوره الاعلامي وفي وجوده كذلك على صفحات التواصل الاجتماعي أثار قلق محبيه غير أن مصادر مقربة منه أعلنت سلامته وتمتعه بصحة جيدة وأن كل ما يتم تداوله عن إصابته بفيروس كورونا إشاعات لا تمت للحقيقة بصلة.,"[""'loaded_language'""]"
دخلت القيود المشددة على حركة السفر والتنقل في عموم أنحاء إيطاليا حيز التنفيذ قبل ساعات، مع بزوغ فجر الثلاثاء، وذلك في محاولة لكبح انتشار فيروس كورونا المستجد.,"[""'loaded_language'""]"
فايروس كورونا عند سقوطه على الاقمشة يبقى تسع ساعات، لذا غسل الملابس او تعرضها للشمس لمدة ساعتين يفي لغرض قتله .,['no_technique']
وبلغت قوة الهزة الأرضية الأولى 5 درجات على سلم ريشتر، وذلك في الساعة 9.39، أما الهزة الثانية، فبلغت قوتها 3.7 درجات على سلم ريشتر، وذلك في كل من مدينة تازة، ومكناس، وبوعرفة.,['no_technique']
نفى مصدر مطلع من رئاسة الجمهورية لموزاييك اليوم الثلاثاء 19 ماي 2020 صحة الخبر المتداول على مواقع وصفحات فايسبوك حول فرض حظر جولان بأربع وعشرين ساعة يوم عيد الفطر المبارك. نفى مصدر مطلع من رئاسة الجمهورية لموزاييك اليوم الثلاثاء 19 ماي 2020 صحة الخبر المتداول على مواقع وصفحات فايسبوك حول فرض حظر جولان بأربع وعشرين ساعة يوم عيد الفطر المبارك.,"[""'loaded_language'""]"
وفي شهر مارس/آذار الماضي، صدر حكم الإعدام في حق 49 متهمًا، بالإضافة إلى 21 متهمًا آخرين في 14 قضية مختلفة تمت إحالة أوراقهم للمفتي. كما تم تنفيذ حكم الإعدام بحق 6 متهمين في قضيتين مدنيتين وقضية عسكرية.,['no_technique']
ويأتي الإعلان عن السلالة الجديدة بعد مرور عام من ظهور كورونا في مدينة ووهان الصينية في ديسمبر الماضي قبل أن تصبح وباء يتفشى في كافة أنحاء العالم.,"[""'loaded_language'""]"
يبدو أنهم يريدون أن يظهروا للنظام أنهم لا يخافون منهم وأنهم لن يتركوا الشوارع ويتخلوا عن احتجاجاتهم.,"[""'loaded_language'""]"
20:50 وزير الصحة اللبناني يقول إن أكثر من 30 شخصا لقوا حتفهم وأصيب أكثر من 3000 في انفجار بيروت.,['no_technique']
وطالبت منظمة العفو الدولية بإصلاحات أوسع نطاقا في السعودية حيث لا يزال النساء يخضعن لقوانين وصاية الرجال.,"[""'loaded_language'""]"
وأعلن باسيل، أن خيارنا لدعم او تأييد اي شخص لرئاسة الجمهورية مرتبط بمدى التزامه بتطلعاتنا الرئاسية، ونحن سنزور البطريرك الماروني الكاردينال مار بشارة بطرس الراعي ونسلمه مقاربتنا الرئاسية وسندعوه لإجراء لقاء لتوحيد الكلمة والصف، وندعو الى عقد حوار داخلي حول رئاسة الجمهورية.,"[""'loaded_language'""]"
وثمة مخاوف من أن يؤدي بناء السد إلى سيطرة إثيوبية على أطول نهر في أفريقيا، في حين أن مصر تريد ملء السد على فترة أطول حتى لا ينخفض منسوب النهر بشكل مفاجئ.,['no_technique']
وشهدت تنزانيا في 28 تشرين الأول/ أكتوبر الماضي، انتخابات رئاسية وبرلمانية فاز بها حزب الثورة الحاكم.,['no_technique']
وعلى مستوى الشخصية، يستطيع كومان أن ينظر إلى أية قصور بجدية ويوضح أن العمل والالتزام يأتيان أوًلا فى دليله، فعلى سبيل المثال فى فالنسيا لم يكن يخاف أى لاعب أو مسؤول وفى حال أى خروج عن النص يكون الرحيل هو الخيار الأفضل بالنسبة لأى لاعب .,"[""'loaded_language'""]"
وتاريخيا كان الاتحاد، الذي يقول إنه يضم مليون عضو، قادراً على الإطاحة بإصلاحات اقتصادية من خلال تهديدات باللجوء إلى الإضراب، وما زال يعارض أجزاء أخرى من الحزمة اقترحتها تونس على صندوق النقد.,"[""'loaded_language'""]"
كما دان المرشح الديمقراطي للرئاسة الأميركية جو بايدن وزوجته الهجوم الذي وقع في فيينا.,['no_technique']
في الوقت نفسه، كشف مصدر مقرب من الشيخ محمد حسان ، أن الداعية الإسلامي بصحة جيدة، ولا صحة لما تداول عن تدهور حالته الصحية.,"[""'loaded_language'""]"
وأضاف أن كثيراً من الناس يتمنون فقط أن يحظوا بجولة في سيارة مثل هذه السيارات، في حين يمتلكها البعض ويهملها على هذا النحو، لافتاً إلى أن شرطة دبي تلتزم ببيع هذه السيارات في مزاد عام بعد انقضاء ستة أشهر على حجزها، وإعلام صاحبها عبر وسائل الإعلام لمدة شهر، استناداً إلى القانون المحلي رقم (34) لسنة ،2008 بشأن التصرف في المركبات والآليات والدراجات المحجوزة لديها.,['no_technique']
وكتب وزير الثقافة محمد الأحمد في مقدمته للكتاب الذي الفه الدكتور بهجت سليمان أن هذا الكتاب “يسلط الضوء على شعلة الأمل التي تجعل النصر في معارك التحرر من ربقة التبعية للغرب الرأسمالي ممكنا وضروريا وتصور الخوض في هذه المعارك بكل بسالة واقتدار كحتمية لا بد منها إذا أردنا لأوطاننا أن تنعم باستقلالها وحريتها وكرامتها”.,['no_technique']
"وقال مهان إبراهيم الذي كان موجودا وقت الهجوم لصحيفة هيرالد ""في البداية أعتقدنا أن عطلا كهربائيا وقع ثم فجأة بدأ كل الأشخاص في الفرار""، مضيفا ""لا يزال أصدقائي في الداخل"".",['no_technique']
دعت المنظمة الإسلامية للتربية والعلوم والثقافة (إيسيسكو) لجنة جائزة نوبل إلى سحب جائزتها للسلام من زعيمة ميانمار أونغ سان سو تشي ، كما شن ناشطون على مواقع التواصل الاجتماعي حملات لذات الهدف، في حين استبعد أحد أعضاء اللجنة السابقين سحب الجائزة.,"[""'loaded_language'""]"
ولا يوجد دليل علمي على صحة هذه التصورات، كما أن انتشار الفيروس حول العالم يجعل من الصعب الاعتقاد بأنه صنع خصيصا لاستهداف بلد بعينه.,"[""'loaded_language'"", ""'fud'""]"
ولم يُعرف مصير ذلك الطفل حتى الآن هل تم قتله أم تم إطلاق سراحه، وقد تم نشر الفيديو على عدد من مواقع التواصل الإجتماعي وسط غضب كل من شاهده أو علق عليه، كما أنه لم يعرف مكان التقاط هذا الفيديو ومدى صحته.,"[""'loaded_language'""]"
"وفي السياق، كشف عرقاب أن ""مشروع ديزارتيك للطاقة الشمسية، ما هو إلا مشروع يندرج في إطار استراتيجية وطنية للطاقة يتم التحضير لها بالتنسيق مع عدة وزارات وعلى رأسها وزارة التعليم العالي والبحث العلمي وسيتم عرض هذه الإستراتيجية قريبًا"".",['no_technique']
وأرجع صلاح العبد، رئيس شعبة الحلويات بغرفة القاهرة التجارية، ارتفاع أسعار حلوى المولد هذا العام إلى ارتفاع أسعار مستلزمات الانتاج والتعبئة والتغليف وأجور العمال وتكلفة النقل.,['no_technique']
وقررت أن يحضر جورج حبش وأحمد جبريل وعندما أيقن الرئيس عرفات أن هذا سيتم أصر على دعوة نايف حواتمة لحضور الجلسة وكانت الجبهة الديمقراطية قد رفضت الانضمام لجبهة الرفض وبقيت في الوسط بينها وبين الرئيس عرفات.,['no_technique']
ومن المقرر أن يبحث مجلس الأمن الوضع في الصحراء الغربية وعملية السلام يوم الثلاثاء.,['no_technique']
وبحسب ما ورد في مقدمة الكتاب ان هذا الإجراء يأتي استنادا الى شرع الله سبحانه وتعالى في تعدد الزوجات نظرا للظروف التي يمر بها اليمن من نقص الرجال بسبب الأوصاع الراهنة والحروب والمؤامرات الغربية التي جعلت الشباب اليمني يترك شرع الله وما أحل الله من التعدد,['no_technique']
وأكمل: كنت أتمنى أن أغير فكر الناس شوية وأن يروا الحيوان كروح وليس كإنتاج ، فالرجل تعامل معها ودفع أموال كان من الممكن أن تشترى 200 دجاجة من هذا النوع وكان من الممكن أن تموت الدجاجة بعد العملية ولكنه خاطر بأمواله لإنقاذ هذه الروح.,['no_technique']
تعيش مدينة إشبيلية الإسبانية، حالة استنفار قصوى، بسبب مباراة المنتخب الوطني أمام نظيره الباراغوياني الودية، والمقرر إجراؤها مساء اليوم الثلاثاء، على أرضية ملعب «بينيتو فيامارين» الخاص بنادي ريال بيتيس، ضمن البرنامج الإعدادي لـ «الأسود»، استعدادا لنهائيات كأس العالم «قطر 2022».,"[""'loaded_language'""]"
تزوج رئيس وزراء لوكسمبورغ كزافيه بيتيل الجمعة صديقه البلجيكي غوتيه دستيناي ليصبح أول مسؤول أوروبي على هذا المستوى في الاتحاد الأوروبي يعقد زواجا مثليا .,['no_technique']
وأضاف البيان بأن إغلاق المكتبات، وكذلك صالات القراءة الخاصة والعامة، يعني توقف القراءات التي يقوم بها الكتاب لترويج كتبهم الجديدة وبيعها مباشرة للجمهور.,['no_technique']
هناك انتقادات واسعة للحكومة الفرنسية في طريقة تدبيرها لمعالجة الأزمة الصحية الحالية، بينها النقص الحاد في المعدات الطبية. كوزير صحة سابق، هل لديكم مآخذ على الحكومة في طريقة تدبيرها للأزمة؟,"[""'loaded_language'""]"
كما ثمنت في الوقت ذاته، دور التحالف العربي على دعمهم المتواصل للشعب اليمني على طريق استعادة الدولة وأنها الانقلاب.,"[""'loaded_language'""]"
دعا الاتحاد الاوروبي الدول خارج التكتل إلى رفع العقوبات المفروضة عن سوريا وفنزويلا وإيران وكوريا الشمالية والتي تعرقل تقديم المساعدات الضرورية لهذه الدول في مكافحة فيروس كورونا.,"[""'loaded_language'""]"
تراجع الجنيه الإسترليني، اليوم الجمعة، إلى أدنى مستوى له منذ العام 1985م مقابل الدولار قبل إعلان وزير المالية البريطاني الجديد المتوقع لتفاصيل تخفيضات ضريبية ودعم للطاقة بقيمة تقترب من 200 مليار جنيه إسترليني اي مايعادل نحو 225 مليار دولار.وهبط الجنيه الإسترليني نحو 0.6 بالمائة إلى 1.1170 دولار، وهو أدنى مستوى له بينما استقر أمام اليورو عند 87.40 بنس لليورو.وأثرت قوة الدولار على أداء جميع العملات الرئيسية خلال الأشهر الماضية.,"[""'loaded_language'""]"
الخرطوم: السوداني قدمت جمعية الهلال الأحمر السوداني تبرعًا لسجني النساء والرجال بأمدرمان بحضور الأمين العام للجمعية د عفاف أحمد يحيى . وأوضحت الأمين العام أن التبرع عبارة عن 4 سرائر مستشفى كهربائية وكرسي مدولب ونقالة وصندوق إسعافات أولية كبير وعدد 550 ناموسية إضافة إلى 50 فرشة أرضية لسجن النساء. كما تم تسليم سجن الرجال عدد 500 ناموسية وصندوق إسعافات أولية كبير و50 فرشة أرضية إضافة إلى عدد مقدر من مواد الحماية الشخصية للكوادر الطبية العاملة بالسجن .,['no_technique']
وبعد مرور يومين، أعلنت الشرطة في وقت متأخر من مساء الاثنين، العثور على جثة الطفلة بينما لا يزال البحث مستمرا عن شقيقها، حتى كتابة هذه السطور.,['no_technique']
استيقظ الشعب التونسي يوم 12 من شباط/فبراير 2018 على نبأ وفاة فتحية مزالي، أول وزيرة في التاريخ التونسي وأرملة الوزير الأول السابق محمد مزالي عن سن يناهز 91 عامًا. ورغم أن العديد من التونسيين، خاصة من الشباب، لا يعرفون الكثير عن فتحية مزالي، إلا أن هذه الأخيرة قدمت الكثير للمرأة التونسية واعتنت بموضوع تحديد النسل في وقت كان فيه طرح مثل هذه المواضيع محرمًا.,['no_technique']
في عام 1820 فتكت الكوليرا بالكثيرين في جنوب شرق آسيا وبلغ عدد الضحايا أكثر من 100 ألف شخص. وقد ظهرت في مدينة كالكوتا في الهند ومنها انتشرت في جنوب آسيا والشرق الأوسط وساحل البحر الأبيض المتوسط وقد وصل هذا الوباء إلى الصين.,"[""'loaded_language'""]"
وكان الزلزال قد وقع بحدود الثالثة الا ربعا بعد الظهر بالتوقيت المحلي بعمق 10 كيلومترات على بعد 80 ميلا من الساحل الشرقي حسب وكالة الأرصاد الجوية.,['no_technique']
(ياأيّها النبيّ حرّضِ المؤمنين على القتال إنْ يكنْ منكم عشرون صابرون يَغلبوا مِئتين وإنْ يكنْ منكم مئةٌ صابرةٌ يَغلبوا ألفاً من الذين كفروا يأنّهم قومٌ لايَفقهون) .,['no_technique']
الأشخاص الذين يتنشقوه بنسبة معتدلة يشفون منه عادةً. ولكن الأشخاص الذين يتعرضون له بشدة، يحتمل عدم بقائهم على قيد الحياة.,['no_technique']
وقالت الإمارة في نفس التغريدة إن هذه الخطوة تأتي بالتعاون مع الهيئة العامة للطيران المدني في السعودية على أن يكون المطار مرتبطا بمطار الملك عبد العزيز في مدينة جدة.,['no_technique']
وعندما قال ترامب للمراسلين: «لقد حصلوا على كثير من الرمال هناك»، رمقت المترجمة التي كانت تقف خلف كتفه اليمنى، الرئيسَ بنظرةٍ، في الوقت الذي حملَ فيه وجهها نظرة ارتباك واضحة، وتلبّست تلك النظرة وجهها لحظة، قبل أن تعود إلى عملها.,"[""'loaded_language'""]"
"ونسبت الوكالة شبه الرسمية للنائب أحمد حمزة قوله ""بالنيابة عن شعب إقليم كرمان، سندفع مكافأة ثلاثة ملايين دولار نقدا لمن يقتل ترامب"".",['no_technique']
التعليق على الصورة، منشور زائف يتهم بيل غيتس بالوقوف وراء مخطط لزرع شرائح إلكترونية داخل أجسام الناس,['no_technique']
"ووقعت المأساة عند قرابة الساعة 18,00 (16,00 تغ) عندما انقلبت شاحنة صهريج كانت تسير بسرعة فائقة على ما يبدو على جانب طريق يمر عبر وسط بلدة سانجي في اقليم جنوب كيفو (شرق).",['no_technique']
باشرت فرق الدفاع المدني، في تبوك، مساء اليوم الخميس، إخماد حريق اندلع في حشائش بمجرى مائي.وأوضحت المديرية العامة للدفاع المدني، عبر حسابها الرسمي في “تويتر”، أن الحريق اندلع في حشائش بمجرى للمياه خارج النطاق العمراني. وأكدت المديرية العامة للدفاع المدني عدم تسجيل أي إصابات ولله الحمد.,"[""'loaded_language'""]"
ومعظم الدمار حصل في السنوات الثلاث الأخيرة، ويعتقد أن 8500 مسجد دُمرت بالكامل، وفق التقرير الذي رصد مزيداً من الأضرار خارج أورومتشي وكاشغر.,"[""'loaded_language'""]"
وتصف العديد من التقارير الإعلامية الأميركية عبد الوهاب بن يوسف بأنه رمز للتسامح في أميركا، خصوصا بعد مشاركته في تظاهرة متعددة الأديان، ورفع الآذان في هذه المناسبة.,['no_technique']
بدأت المباراة بسيطرة واستحواذ لريال مدريد على الكرة، لكن دون أي خطورة حقيقية، حتى الدقيقة 18، إذ تلقى كريم بنزيما تمريرة في عمق منطقة الجزاء، وصوب بقوة كرة تصدى لها تروبين حارس مرمى شاختار دونيتسك.,"[""'loaded_language'""]"
يذكر أن 9 عناصر أمنية من مديرية ناحية المزيريب، قتلوا أمس الاثنين، إثر هجوم مجموعة مسلحة عليهم، حيث قامت بخطفهم وقتلهم رميا بالرصاص ومن ثم إلقاء جثثهم في منطقة المزيريب بريف درعا.,['no_technique']
وكانت وسائل إعلام عبرية قالت إن إدارة فيسبوك أغلقت حسابًا يديره مشعل في إطار حملة لإغلاق الحسابات التي تدعو المقاومة.,['no_technique']
واستدعى ضباط جيش التحرير الفلسطيني المرابط في سورية والخاضع للقيادة العسكرية السورية، وشد من أزرهم وطلب منهم أن يكون بلاؤهم حسناً، إذا ما نشبت المعارك.,['no_technique']
وفي نفس اليوم، أعلن ترامب تعليق المفاوضات بشأن حزمة تحفيز الاقتصاد المتضرر جراء كوفيد-19 إلى ما بعد الانتخابات المرتقبة في الثالث من نوفمبر/تشرين الثاني.,['no_technique']
وطالبت جماعة أنصار السنة المحمدية بالسودان في بيان أصدرته الخميس الفائت بإقالة مدير مركز المناهج وإيقاف طباعة المناهج فورا.,"[""'loaded_language'""]"
وشددت الهيئة مجددا على ضرورة تجنب نشر الشائعات حول الأدوية وطرق استخدامها وعدم الانجراف وراء ما يتم ترديده من قبل غير المتخصصين عن استخدام بعض الأدوية في الوقاية من أو علاج فيروس كورونا المستجد كوفيد-19.,"[""'loaded_language'""]"
وتم نقل هذه المخلفات، طبقا للمعايير الدولية والمحلية، واعدامها بموقع التفجير الخاص بمنطقة الكراريم بمدينة مصراتة.,['no_technique']
وأفادت مراسلة بي بي سي في جاكارتا أليس بوديساتريجو بأن أقرب مدينة إلى البركان، كيديري، بدت رمادية وبيضاء تماما.,['no_technique']
قالت وسائل إعلام فلسطينية إنه جرى اكتشاف 4 إصابات بفيروس كورونا في صفوف السياح الذين يقيمون بأحد الفنادق بمدينة بيت جالا جنوب الضفة الغربية.,['no_technique']
"وقال كوشنر، في مقابلة مع شبكة ""CNN"" الأميركية، ""هذا الموضوع أصبح قضية سياسية في ""إسرائيل"" خلال الأسبوع الماضي. نعم الإمارات تحاول الحصول على طائرات F-35 منذ فترة طويلة"".",['no_technique']
وفقًا للإجراءات الاحترازية، فإنه سيتم إغلاق المسجد القديم في الحرم النبوي الشريف، بما فيه الروضة الشريفة، وغلق مقبرة البقيع.,['no_technique']
